sourceTaxonName;sourceLifeStageName;sourcePhysiologicalStateId;interactionTypeName;targetTaxonName;targetLifeStageName;targetPhysiologicalStateName;habitatName;localityName;decimalLatitude;decimalLongitude;depth;altitude;observationDateTime;referenceDoi;referenceUrl;referenceCitation
Apis mellifera;;;pollinator of;Delonix regia (Bojer ex Hook.);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8648;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8648;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Erythrina abyssinica Lam. ex DC;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8649;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8649;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Glircidia sepium (Jacq.)Kunth ex Walp.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8650;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8650;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Leucaena Leucocephala (Lam.)de Wit;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8651;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8651;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Mimosa invisa;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8652;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8652;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Pentaclethra macrophylla Benth.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8653;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8653;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Phaseolus vulgaris L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8654;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8654;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Sesbania sesban (L.)Merr;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8655;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8655;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Tamaridus indica L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8656;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8656;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Tephrosia vogelii Hook.f.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8657;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8657;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Trifolium repens L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8658;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8658;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Tylosema fassoglensis Schweinf.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8659;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8659;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Pennisitem purpureum Schumach;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8660;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8660;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Cynodon dactylon L;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8661;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8661;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Sorghum bicolor (L.)Moench;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8662;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8662;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Zea mays L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8663;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8663;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Leucas deflexa Hook.f.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8664;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8664;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Ocimum gratissimum L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8665;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8665;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Persea americana Mill.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8666;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8666;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Hibiscus rosa-sinensis L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8667;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8667;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Malvaviscus arboreus Cav;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8668;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8668;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Sida acuta Burm f.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8669;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8669;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Melia azedarach L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8670;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8670;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Morus mesozygia Stapf;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8671;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8671;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Moringa oleifera Lam;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8672;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8672;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Musa acuminata Colla;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8673;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8673;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Callistemon citrinus (Curtis);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8674;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8674;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;E.grandis (W.Hill);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8675;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8675;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;E.resinifera ( Smith);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8676;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8676;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Psidium Guajava L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8677;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8677;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Jasminum fluminense L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8678;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8678;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Olea europaea ssp Africana L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8679;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8679;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Passiflora edulis Sims;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8680;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8680;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Grevillea robusta A.Cunn.ex R. Br.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8681;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8681;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Zizyphus mucronata Willd;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8682;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8682;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Eriobotrya japonica (Thunb.)Lindl.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8683;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8683;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Prunus africana(Hok.f.)Kalkman;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8684;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8684;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Citrus limon (L.);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8685;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8685;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Teclea nobilis;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8686;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8686;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Dombeya torrida (J.F.Gmel);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8687;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8687;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Grewia bicolor Juss.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8688;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8688;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Trema orientalis L;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8689;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8689;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Lantana camara L;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8690;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8690;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Stachytarpheta jamaicensis (L.)Vahl.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8691;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8691;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Cissus rotundiflora Vahl;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8692;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8692;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Tribulis terrestris L;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8693;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8693;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Amegilla kaimosica;;;visit flower of;Ageratum conyzoides;;;Grassland;Nigeria-Ile-Ife;;;;;;10.5897/JEN2018.0195;https://academicjournals.org/journal/JEN/article-full-text-pdf/2CECCE856992;Adedoja, O. A., Mayowa, E., Oyelade, O., & Kehinde, T. (2018). Moderate grazing impacts on insect-flower interactions in grasslands in a biodiversity hotspot. Journal of Entomology and Nematology, 10(3), 14-22.
Apis mellifera;;;visit flower of;Aspilia africana;;;Grassland;Nigeria-Ile-Ife;;;;;;10.5897/JEN2018.0196;https://academicjournals.org/journal/JEN/article-full-text-pdf/2CECCE856993;Adedoja, O. A., Mayowa, E., Oyelade, O., & Kehinde, T. (2018). Moderate grazing impacts on insect-flower interactions in grasslands in a biodiversity hotspot. Journal of Entomology and Nematology, 10(3), 14-22.
Chrysomya sp;;;visit flower of;Chromolaena odorata;;;Grassland;Nigeria-Ile-Ife;;;;;;10.5897/JEN2018.0197;https://academicjournals.org/journal/JEN/article-full-text-pdf/2CECCE856994;Adedoja, O. A., Mayowa, E., Oyelade, O., & Kehinde, T. (2018). Moderate grazing impacts on insect-flower interactions in grasslands in a biodiversity hotspot. Journal of Entomology and Nematology, 10(3), 14-22.
Coleoptera sp1;;;visit flower of;Ipomoea sp ;;;Grassland;Nigeria-Ile-Ife;;;;;;10.5897/JEN2018.0198;https://academicjournals.org/journal/JEN/article-full-text-pdf/2CECCE856995;Adedoja, O. A., Mayowa, E., Oyelade, O., & Kehinde, T. (2018). Moderate grazing impacts on insect-flower interactions in grasslands in a biodiversity hotspot. Journal of Entomology and Nematology, 10(3), 14-22.
Danaus chrysippus;;;visit flower of;Sida acuta;;;Grassland;Nigeria-Ile-Ife;;;;;;10.5897/JEN2018.0199;https://academicjournals.org/journal/JEN/article-full-text-pdf/2CECCE856996;Adedoja, O. A., Mayowa, E., Oyelade, O., & Kehinde, T. (2018). Moderate grazing impacts on insect-flower interactions in grasslands in a biodiversity hotspot. Journal of Entomology and Nematology, 10(3), 14-22.
Gastrodes grossipes;;;visit flower of;Stachytapheta cayenensis;;;Grassland;Nigeria-Ile-Ife;;;;;;10.5897/JEN2018.0200;https://academicjournals.org/journal/JEN/article-full-text-pdf/2CECCE856997;Adedoja, O. A., Mayowa, E., Oyelade, O., & Kehinde, T. (2018). Moderate grazing impacts on insect-flower interactions in grasslands in a biodiversity hotspot. Journal of Entomology and Nematology, 10(3), 14-22.
Hymenoptera sp1;;;visit flower of;Synedrella nodiflora;;;Grassland;Nigeria-Ile-Ife;;;;;;10.5897/JEN2018.0201;https://academicjournals.org/journal/JEN/article-full-text-pdf/2CECCE856998;Adedoja, O. A., Mayowa, E., Oyelade, O., & Kehinde, T. (2018). Moderate grazing impacts on insect-flower interactions in grasslands in a biodiversity hotspot. Journal of Entomology and Nematology, 10(3), 14-22.
Hypoderma lineatum;;;visit flower of;Talinum triangularea;;;Grassland;Nigeria-Ile-Ife;;;;;;10.5897/JEN2018.0202;https://academicjournals.org/journal/JEN/article-full-text-pdf/2CECCE856999;Adedoja, O. A., Mayowa, E., Oyelade, O., & Kehinde, T. (2018). Moderate grazing impacts on insect-flower interactions in grasslands in a biodiversity hotspot. Journal of Entomology and Nematology, 10(3), 14-22.
